sentence1,sentence2,label
北京南站怎么说,北京南站咋说,1
讲鬼故事,鬼故事讲鬼故事,1
我特别讨厌你,我真的很烦你,1
我的手机应该充电了,我的手机快没电了,1
你能让我得到你吗,我想得到你,1
你有兄弟姐妹吗,你有同胞吗,1
我能干嘛,话说我能干嘛呀,1
我和你谁可爱,我可爱还是你可爱,1
跟女朋友吵架了,我女朋友跟我吵架了,1
我知道我知道,那我知道,1
跟我说晚安我要睡觉了,我要听到你的晚安入睡,1
你会聊什么天,陪我聊天行不行,1
你是找不到我了吗,你猜不出来我的地方吗,1
你就不想跟我交个朋友吗,交个朋友呗,1
我是单身狗,我是单身狗你知道吗,1
没说什么啊我也,我没说什么,1
话说在不在啊,在不在啊,1
来放个屁,请你放个屁吧,1
做你的情人,我就是你的情人,1
我不会相信你的,你不容易让人相信,1
你的创造人是谁,谁是你的创造人,1
为什么不回答我,刚刚叫你为什么不说话,1
那你去睡觉吧,你就去睡觉吧,1
我可以亲你吗,我可以吻你吗,1
我的oppo密码忘了,不记得OPPO密码了,1
你说我对你咋样,我对你好不好,1
好奇你为什么就这么丑了,为什么你那么丑,1
为啥这么卡啊你,你为什么这么卡,1
你目前是不是在工作,你在工作吗,1
私密保险箱如何查看,怎么打开私密保险箱？,1
哪里不明白,哪里你还有不明白的,1
你可以接听我的电话吗,我想call你,1
你的父母是谁,你的父母叫什么,1
你在撒谎吧,你对我说假话吧,1
你居然不理我,跟你说话居然不理我,1
就知道啥呀就知道吃,就知道吃,1
你有没有脑袋,你有脑袋吗,1
累了一天了休息吧,可以去睡觉了,1
那你有多喜欢我,你有多喜欢我呀,1
咱俩是好闺蜜吗,你是我的闺蜜吗,1
你不要帮我,你不需要帮我,1
我到底是哪里人,我是哪的人,1
说个笑话来听听,你讲个笑话吧,1
我把你卸载了,信不信我卸载你,1
那你好厉害啊,想不到你有这么厉害,1
W31连接,W31如何连接,1
你给我唱一首歌呗,那你给我唱首歌好吗,1
NFC是什么,什么是NFC,1
你现在知道了,现在知道了吗,1
不对这个,不是这个啊,1
我被人欺负了,有人欺负我,1
出一个谜语,给我说一个谜语,1
你就不能和我吵架吗,跟我吵架,1
你模样好不好看,你长得丑不丑,1
你的爸比是谁,谁是你的爸爸,1
我一定会找到你的小步,小步小步你在哪里我要找到你,1
你怎么一点都不谦虚呢,你可不就是不谦虚嘛,1
你喜欢我哪里啊,你说你喜欢我哪里啊,1
你是不是比我大呢,你比我大吗,1
谢谢你爱我是真的,谢谢你爱我,1
这么厉害吗,你有这么厉害吗,1
我换其它的名字称呼你好不好,我可以换个名字叫你吗,1
我觉得我不行,虽然我觉的我不行但是我也要试试,1
我和王一博结婚,我要嫁给王一博,1
王俊杰是我的名字,我叫王俊杰,1
祝你晚安,那好吧晚安,1
那你笑一个,那你给我笑一个吧,1
现在做啥呢,您在干嘛,1
你咋这么漂亮呢,你怎么会这么漂亮,1
我现在做什么,我现在正在做什么,1
你玩我呢吗,你在耍我吗,1
怎么样可以瘦小腿,知道怎么瘦小腿吗,1
小步小步你爱不爱我,小步小步你爱我是真的吗,1
你的火气是大还是小,你火气大不大,1
FindX手机的价格,findx总成价格,1
不跟你说话了再见,不理你了再见,1
我跟彭于晏长得像不像,彭于晏跟我长的像吗,1
我喜欢上的人她能看上我吗,我喜欢的人喜欢我吗,1
那还是你来找个话题吧,那你找个话题,1
做一下自我介绍吧,描述一下你自己,1
现在这样的,现在这样,1
帮我把个人热点打开,帮我打开个人热点,1
在不在这里,是不是在这里,1
你今晚应该有时间呢吧,今晚你有空吗,1
你好厉害,哦你好牛逼,1
我说我头疼,我感觉头有点疼,1
我想骂他,我想侮辱他,1
你记性可真好,你记性真好,1
你唱一个歌,你给我唱首歌听听呗,1
怎么聊下去呢,怎么继续聊天呢,1
你什么时候长大,你长大是在啥时候,1
那你等一下,你等我下,1
我叫你小宝贝可以吧,那我就叫你小宝贝吧,1
他们都没有,他们没有,1
还是没听懂,我真的没听懂啊,1
那你到底能听懂啥,那你能听懂啥,1
你怎么那么肯定,你为什么就这么确定,1
你真的睡着了吗刚才,你刚才睡着了吗,1
小步小步我是你爸爸,小步小步难道我不是你爸爸吗,1
你坏掉了对不对呢,你是不是坏掉了,1
pldd是什么意思,pldd到底是什么,1
请问我表妹叫什么名字,我表妹叫什么名字,1
为什么看不到你,怎么看不到你,1
我不想跟你玩啦,不想跟你玩,1
你说脏话,注意文明用语哦,1
那我真的要考你一下,那我考考你,1
以后我就是你大哥了,那你叫我大哥呀,1
你觉得我唱歌好听吗,好听吗我唱的歌,1
你说你知不知道我儿子的名字,我儿子叫什么名字啊,1
你又不能陪我睡觉,你做不到陪我睡觉,1
你很会说话呀,你说话真有水平,1
没意思是我和你聊天的感觉,和你聊天没有意思,1
你都会什么,都会什么啊你,1
我说你怎么能不爱我了呢,我说你还会不会爱我,1
你一定是女的,你是女的,1
我不想搭理你了,搭理你真是一种错误,1
肖战是哪里的,肖战是哪里的人,1
今天单身了,今天分手了,1
我来考考你,我来检验你,1
那你能干嘛,你有啥用,1
哦再试试吧,可以尝试一下,1
再给我来一句社会语录,再来一句社会路社会语录,1
你是不是假货,你是真货还是假货,1
你知道我的缺点是什么吗,你知不知道我缺点是些什么,1
你弟弟呢,跟我说下你弟弟在哪,1
Breeno功能介绍,Breeno功能,1
不知道我有几个问题想问你吗,我有几个问题想问你,1
你去面壁思过去吧,那你面壁思过去吧,1
收不到验证码,我收不到验证码,1
你多大内存,你能装多少东西啊,1
加油我挺你,加油我会支持你的,1
我想听成语故事，有没有,你好我想听成语故事,1
我该如何称呼你,哎你叫什么名字,1
你的特长是什么,你最拿手的是什么,1
OPPO手机怎样搬家,OPPO手机搬家怎么弄？,1
你有什么事,你有啥事,1
在忙什么,你为什么不能告诉我你在忙什么,1
我是不是要睡觉了,我是不是指定要睡觉了,1
我说的话你听不懂吗,你听不懂我说话吗,1
没有生气啊你有女朋友吗,没生气啊你有没有老婆,1
你知道你会说出什么吗,那你会说什么,1
你喜欢哪个季节,哪个是你喜欢的季节,1
你真能说,你挺能说的,1
什么使你这么丑,你长得好看不,1
OPPORenoZ,OPPORenoZ手机,1
HeyTap大会员,Heytap会员,1
讲首故事,给我讲故事小布,1
我不愿意再也不跟你玩儿了,我再也不跟你玩儿了,1
叫爸爸叫一声我听听,那你叫我一声爸爸,1
十亿韩元等于多少人民币,一百元人民币,0
我喜欢你那你喜欢我吗,你喜欢我不我也喜欢你,0
你晚上吃了什么,你晚上吃啥了,1
我想打开滴滴叫的士,你叫小欧吗,0
女孩子到底是不是你,你不是女孩子吗,1
他说他听得出来他话里有话,听得出来,0
你都会些什么呀,你还可以干嘛,1
语音助手在哪找,语音助手在哪,1
你能嘴甜一点吗,说点好听的,1
你会石头剪刀不吗,你会玩石头剪刀布吗,1
你觉得爱你好不好听,打开爱听4g,0
今天的重点,两会热点,0
不要忽悠我,你不能忽悠我啊,0
就聊一聊啊,那就聊呗,1
老子不喜欢你,我可不爱你,1
我好伤心,你不喜欢我呀,0
你可不可以想起来,想到了吗,1
"小影,你说话慢了",那你说慢一点,0
阿伟死了,阿伟死了是什么梗,0
终于出来了,终于出来了吗,1
滚边儿去,你滚一边去,0
我觉得还要加油,那就继续加油吧,1
我不需要你,我不需要你啦,1
夸夸我呗,你可以夸夸我呗,1
你的对象是谁,处对象不妞,0
没有蓝牙,为什么电视有广告,0
氛围帅哥的出处,氛围帅哥,0
搞这个事嘛,就这个事,0
诸组词,逐渐的近义词,0
帮我播放百科故事,播放百科故事,1
王一博的原名是什么,王一博的原名叫什么,1
Colours11,coloros7,0
小布王一博和朱一龙哪个好看,这个王一博你喜欢吗,0
这样说的话好玩,这样行吗我说一句话,0
你的火气大吗,你火气大不大,1
读未读信息,听到这个消息,0
你吃的什么,吃的什么,1
你为什么不知道我呀,是什么渠道让你知道我的,0
你的唯一是我吗,我是你的唯一吗,1
你用qq吗,用QQ发一条信息,0
一人民币等于多少卢布,人民币和日元的汇率,0
我就要骂你,我要骂你,1
那不算什么,别这么夸张好吗,0
我的网络不行,打个游戏卡死了,0
r15梦镜版充电提示异常,欧跑ace二的充电显示在哪里看,0
写一篇作文,怎么写作文,0
保修卡包括修屏幕吗,屏幕碎了保修吗,1
你没有优秀的地方,你一点也不优秀,1
咱们必须要一起加油,咱们一起加油,1
心情很不好的,心情不好睡不着觉,0
这确实不好笑,这一点都不好笑,1
不见了那你的手机呢快看看,不见了那他的妹妹的手机呢快看看,0
我这天太冷喽,我觉得很冷,0
你不实在,你不靠谱啊,1
我什么时候会死,我什么时候可以到家,0
今年天气怎样,今年天气怎么这么热？,0
你可以学声狗叫给我听吗,你给我学声狗叫,1
你听过绝地求生吗,绝地求生,0
我太恶心了,我还是太恶心了,1
我用什么方法能唤醒你,我怎么能唤醒你,1
你的普通话不标准,你的普通话好不标准,1
你说一种找你的方法,我怎么找你啊,0
操作系统更新电量消耗快速,系统更新后电量消耗过快,1
在我心里永远有个你,你永远活在他心里,0
刺激战场好玩吗,你玩过刺激战场吗,0
为什么要回到主页,请帮我返回主页,0
不让妈妈催我相亲,不让妈妈催我生娃,0
你可以的我相信你,我相信你的干,0
你耳朵聋了吗,你是不是耳朵不好,0
你有脑袋吗你,你有脑袋吗,1
电量充电缓慢,充电打游戏，充电慢,0
咱们必须要一起加油,咱们一起加油,1
我们昨天,我前天昨天,0
要怎么说都行,说啥都行,1
傻人真的有傻福吗,一个人是不是傻,0
oppowatch连接范围,watch连接,0
你还太小,你实在是太年轻了,1
提高你的声音,你的声音好小,0
你以后要叫我什么,以后怎么称呼我呢你,1
我想看小布的照片,嘿小布打开我的相册,0
A7手机是否支持otg功能,A5手机是否支持OTG,0
你这是怎么了,你怎么变成这样了,0
能不能换句话,能否换句话,1
别说话了你,我不想听你说话了,1
我想说脏话,我要不要现在说脏话,0
欢迎你来,欢太欢迎你,0
你男的女生,你男生女生,1
自己的事情自己解决,自己的事情自己做,1
poopa73,oppoA37t,0
一加是国企还是私企,私企包括一加吗,0
我要走了你会想我吗,如果我走了你会想我吗,1
什么机型有充电提示音,开机充电有什么提示,0
R9Plus的屏幕介绍,r9splus屏幕价格,0
你妈妈的容貌是什么样的,你说你妈妈长得是什么样子,1
ace2支持反向无线充电么,ACE支持无线闪充么,0
我怎么可能想跟你分开,我不想和你分开,1
你怎么这么慢呀,你慢的可以啊,1
我们昨天,我前天昨天,0
爱豆糊了是什么意思,糊是什么意思,0
一天天的就知道吃,就知道吃,1
我咋关机啊,话说我咋关机啊,1
你走吧我不会想你了,我不想你了,1
你的爸爸是谁,你爹地是谁,1
我够格做你的男人吗,我当你男朋友好不好,1
你敢要拒却我吗,你敢拒绝我吗,1
话说我是不是要睡觉了,我是不是要睡觉了,1
刺激战场好玩吗,你玩过刺激战场吗,0
你一定不知道我喜欢吃什么,我喜欢吃什么,0
她们老婆很歉疚请原谅,我很歉疚请原谅,0
更新固件提示失败,固件升级失败,1
你是什么狗东西,你是不是有病呀,0
你生气了吗,你生没生气啊,1
你知道怎么聊天吗,他们聊天吧,0
我要向你学习,我觉得我应该向你学习,1
其实我老婆有暴力行为,其实我有暴力行为,0
r11s手机的cpu,oppor11s接口,0
帮我把手电筒关闭了,你好帮我打开手电筒,0
Colours11,coloros7,0
二十除以六,八加八,0
我手机是不是国产手机,国产手机哪个好,0
5G开关在哪里,OTG开关在哪里,0
播放过一个,播放一下呀,0
我这个手机是OPPO几,我这个手OPPO手机是几。,1
本机可以防永吗,我手机可以开通eid,0
你咋不听话呢,咋不听话,1
用夸人语录夸我长得好看,小布夸夸三小只,0
他是不是不爱我了,是不是不爱我了,0
夸我一句,麻烦你夸我一下,1
程序通知在锁屏界面上，怎么弄呢,如何清除锁屏里面的广告？,0
今天双色球开奖号码,今晚双色球开奖结果,1
你有收音机吗,你有收音机的吧,1
手机无法下载软件,手机不能下载软件,1
还真的要生气了,我很生气,0
怎么知道手机用了多长时间,怎么查询手机使用多长时间,1
我换手机了,我要换个手机,0
你有多大了,你有那么多的,0
那我就说慢一点,我就说快一点,0
我已经生气了,我非常生气,0
你能唱首歌给我,你给我唱首歌吧,1
母亲节是几月几日,你的生日是几月几日,0
我觉得你是帅哥一枚,你是帅哥,1
这都不知道,十二还不知道吗,0
要说黑不是黑黑,眼前的黑不是黑,0
没人跟我聊天,一直没人跟我聊天,1
想要这个,我想要这个,1
人山人海的意思是什么,翻来覆去什么意思,0
好的你去忙吧,那你去忙吧,1
请问我没钱了咋整,你知道吗没钱了咋整吗,1
游戏里的土味情话,你有哪些土味情话,0
送你回去,立刻回去吧,0
守株待兔的出处,不可名状的意思,0
我也无所谓,不管对错我也无所谓了,1
你就是说我说我想找什么就,我就是说你说你想找什么就,0
男演员用英语怎么说,蔬菜的英语怎么说,0
我以为你们还记着呢,你们都忘了,1
你在哪工作,请你告诉我你在哪工作,1
我在床上的时候等你,我在床上等你,1
哪里能看匆匆那年电影？,匆匆那年电影,0
今天你穿什么了,你现在穿什么,0
叫爸爸叫一声我听听,那你叫我一声爸爸,1
十亿韩元等于多少人民币,一百元人民币,0
我喜欢你那你喜欢我吗,你喜欢我不我也喜欢你,0
你晚上吃了什么,你晚上吃啥了,1
我想打开滴滴叫的士,你叫小欧吗,0
女孩子到底是不是你,你不是女孩子吗,1
他说他听得出来他话里有话,听得出来,0
你都会些什么呀,你还可以干嘛,1
语音助手在哪找,语音助手在哪,1
你能嘴甜一点吗,说点好听的,1
你会石头剪刀不吗,你会玩石头剪刀布吗,1
你觉得爱你好不好听,打开爱听4g,0
今天的重点,两会热点,0
不要忽悠我,你不能忽悠我啊,0
就聊一聊啊,那就聊呗,1
老子不喜欢你,我可不爱你,1
我好伤心,你不喜欢我呀,0
你可不可以想起来,想到了吗,1
"小影,你说话慢了",那你说慢一点,0
阿伟死了,阿伟死了是什么梗,0
终于出来了,终于出来了吗,1
滚边儿去,你滚一边去,0
我觉得还要加油,那就继续加油吧,1
我不需要你,我不需要你啦,1
夸夸我呗,你可以夸夸我呗,1
你的对象是谁,处对象不妞,0
没有蓝牙,为什么电视有广告,0
氛围帅哥的出处,氛围帅哥,0
搞这个事嘛,就这个事,0
诸组词,逐渐的近义词,0
帮我播放百科故事,播放百科故事,1
王一博的原名是什么,王一博的原名叫什么,1
Colours11,coloros7,0
小布王一博和朱一龙哪个好看,这个王一博你喜欢吗,0
这样说的话好玩,这样行吗我说一句话,0
你的火气大吗,你火气大不大,1
读未读信息,听到这个消息,0
你吃的什么,吃的什么,1
你为什么不知道我呀,是什么渠道让你知道我的,0
你的唯一是我吗,我是你的唯一吗,1
你用qq吗,用QQ发一条信息,0
一人民币等于多少卢布,人民币和日元的汇率,0
我就要骂你,我要骂你,1
那不算什么,别这么夸张好吗,0
我的网络不行,打个游戏卡死了,0
r15梦镜版充电提示异常,欧跑ace二的充电显示在哪里看,0
写一篇作文,怎么写作文,0
保修卡包括修屏幕吗,屏幕碎了保修吗,1
你没有优秀的地方,你一点也不优秀,1
咱们必须要一起加油,咱们一起加油,1
心情很不好的,心情不好睡不着觉,0
这确实不好笑,这一点都不好笑,1
不见了那你的手机呢快看看,不见了那他的妹妹的手机呢快看看,0
我这天太冷喽,我觉得很冷,0
你不实在,你不靠谱啊,1
我什么时候会死,我什么时候可以到家,0
今年天气怎样,今年天气怎么这么热？,0
你可以学声狗叫给我听吗,你给我学声狗叫,1
你听过绝地求生吗,绝地求生,0
我太恶心了,我还是太恶心了,1
我用什么方法能唤醒你,我怎么能唤醒你,1
你的普通话不标准,你的普通话好不标准,1
你说一种找你的方法,我怎么找你啊,0
操作系统更新电量消耗快速,系统更新后电量消耗过快,1
在我心里永远有个你,你永远活在他心里,0
刺激战场好玩吗,你玩过刺激战场吗,0
为什么要回到主页,请帮我返回主页,0
不让妈妈催我相亲,不让妈妈催我生娃,0
你可以的我相信你,我相信你的干,0
你耳朵聋了吗,你是不是耳朵不好,0
你有脑袋吗你,你有脑袋吗,1
电量充电缓慢,充电打游戏，充电慢,0
咱们必须要一起加油,咱们一起加油,1
我们昨天,我前天昨天,0
要怎么说都行,说啥都行,1
傻人真的有傻福吗,一个人是不是傻,0
oppowatch连接范围,watch连接,0
你还太小,你实在是太年轻了,1
提高你的声音,你的声音好小,0
你以后要叫我什么,以后怎么称呼我呢你,1
我想看小布的照片,嘿小布打开我的相册,0
A7手机是否支持otg功能,A5手机是否支持OTG,0
你这是怎么了,你怎么变成这样了,0
能不能换句话,能否换句话,1
别说话了你,我不想听你说话了,1
我想说脏话,我要不要现在说脏话,0
欢迎你来,欢太欢迎你,0
你男的女生,你男生女生,1
自己的事情自己解决,自己的事情自己做,1
poopa73,oppoA37t,0
一加是国企还是私企,私企包括一加吗,0
我要走了你会想我吗,如果我走了你会想我吗,1
什么机型有充电提示音,开机充电有什么提示,0
R9Plus的屏幕介绍,r9splus屏幕价格,0
你妈妈的容貌是什么样的,你说你妈妈长得是什么样子,1
ace2支持反向无线充电么,ACE支持无线闪充么,0
我怎么可能想跟你分开,我不想和你分开,1
你怎么这么慢呀,你慢的可以啊,1
我们昨天,我前天昨天,0
爱豆糊了是什么意思,糊是什么意思,0
一天天的就知道吃,就知道吃,1
我咋关机啊,话说我咋关机啊,1
你走吧我不会想你了,我不想你了,1
你的爸爸是谁,你爹地是谁,1
我够格做你的男人吗,我当你男朋友好不好,1
你敢要拒却我吗,你敢拒绝我吗,1
话说我是不是要睡觉了,我是不是要睡觉了,1
刺激战场好玩吗,你玩过刺激战场吗,0
你一定不知道我喜欢吃什么,我喜欢吃什么,0
她们老婆很歉疚请原谅,我很歉疚请原谅,0
更新固件提示失败,固件升级失败,1
你是什么狗东西,你是不是有病呀,0
你生气了吗,你生没生气啊,1
你知道怎么聊天吗,他们聊天吧,0
我要向你学习,我觉得我应该向你学习,1
其实我老婆有暴力行为,其实我有暴力行为,0
r11s手机的cpu,oppor11s接口,0
帮我把手电筒关闭了,你好帮我打开手电筒,0
Colours11,coloros7,0
二十除以六,八加八,0
我手机是不是国产手机,国产手机哪个好,0
5G开关在哪里,OTG开关在哪里,0
播放过一个,播放一下呀,0
我这个手机是OPPO几,我这个手OPPO手机是几。,1
本机可以防永吗,我手机可以开通eid,0
你咋不听话呢,咋不听话,1
用夸人语录夸我长得好看,小布夸夸三小只,0
他是不是不爱我了,是不是不爱我了,0
夸我一句,麻烦你夸我一下,1
程序通知在锁屏界面上，怎么弄呢,如何清除锁屏里面的广告？,0
今天双色球开奖号码,今晚双色球开奖结果,1
你有收音机吗,你有收音机的吧,1
手机无法下载软件,手机不能下载软件,1
还真的要生气了,我很生气,0
怎么知道手机用了多长时间,怎么查询手机使用多长时间,1
我换手机了,我要换个手机,0
你有多大了,你有那么多的,0
那我就说慢一点,我就说快一点,0
我已经生气了,我非常生气,0
你能唱首歌给我,你给我唱首歌吧,1
母亲节是几月几日,你的生日是几月几日,0
我觉得你是帅哥一枚,你是帅哥,1
这都不知道,十二还不知道吗,0
要说黑不是黑黑,眼前的黑不是黑,0
没人跟我聊天,一直没人跟我聊天,1
想要这个,我想要这个,1
人山人海的意思是什么,翻来覆去什么意思,0
好的你去忙吧,那你去忙吧,1
请问我没钱了咋整,你知道吗没钱了咋整吗,1
游戏里的土味情话,你有哪些土味情话,0
送你回去,立刻回去吧,0
守株待兔的出处,不可名状的意思,0
我也无所谓,不管对错我也无所谓了,1
你就是说我说我想找什么就,我就是说你说你想找什么就,0
男演员用英语怎么说,蔬菜的英语怎么说,0
我以为你们还记着呢,你们都忘了,1
你在哪工作,请你告诉我你在哪工作,1
我在床上的时候等你,我在床上等你,1
哪里能看匆匆那年电影？,匆匆那年电影,0
今天你穿什么了,你现在穿什么,0
